"Name of Hospital"	"Hospital Id"	Mobile	Email	"Hospital Type"	Address	District	hospital
"PHC PERUMPADAPPU",HOSP10PHC058,,,PHC,,MALAPPURAM,6440d365bc3a1cbc3609722f
"PHC PONMALA",HOSP10PHC059,9633964677,mophcponmala@gmail.com,PHC,"PHC PONMALA ,CHAPPANANGADI POST, CHAPPANANAGADI",MALAPPURAM,6440d365bc3a1cbc36097230
"PHC PONMUNDAM",HOSP10PHC060,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097231
"PHC POOKKOTTUR",HOSP10PHC061,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097232
"PHC PORUR",HOSP10PHC062,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097233
"PHC POTHUKAL",HOSP10PHC063,04931240318,mophcpothukal@gmail.com,PHC,"BHOODANAM. P.O, POTHUKAL",MALAPPURAM,6440d365bc3a1cbc36097234
"PHC PULIKKAL",HOSP10PHC064,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097235
"PHC THALAKKAD",HOSP10PHC065,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097236
"PHC THANALUR",HOSP10PHC066,8111937344,phctnlr@gmail.com,PHC,"CHUNGAM ,TANALUR( PO)  ,TANALUR ,  MALAPPURAM ( DIST) PIN 676307",MALAPPURAM,6440d365bc3a1cbc36097237
"PHC THAZHEKODE",HOSP10PHC067,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097238
"PHC THENJIPALAM",HOSP10PHC068,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097239
"PHC THENNALA",HOSP10PHC069,,,PHC,,MALAPPURAM,6440d365bc3a1cbc3609723a
"PHC THEVARKADAPPURAM",HOSP10PHC070,8086251883,fhcthevarkadappuram@gmail.com,PHC,"P.o niramaruthur, ",MALAPPURAM,6440d365bc3a1cbc3609723b
"PHC THIRUNAVAYA",HOSP10PHC071,04942600109,medicalofficerthirunnavaya@gmail.com,PHC,"Medical officer, FHC Thirunavaya, Ananthavur post, Malappuram",MALAPPURAM,6440d365bc3a1cbc3609723c
"PHC THIRUVALI",HOSP10PHC072,,,PHC,,MALAPPURAM,6440d365bc3a1cbc3609723d
"PHC THRIKKALANGODE",HOSP10PHC073,,,PHC,,MALAPPURAM,6440d365bc3a1cbc3609723e
"PHC THUVVUR",HOSP10PHC074,9946916350,phctuvvur@gmail.com,PHC,"PRIMARY HEALTH CENTRE TUVVUR",MALAPPURAM,6440d365bc3a1cbc3609723f
"PHC TRIPPANACHI",HOSP10PHC075,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097240
"PHC TRIPRANGODE",HOSP10PHC076,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097241
"PHC URNGATTIRI",HOSP10PHC077,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097242
"PHC VALANCHERY",HOSP10PHC078,9847823904,mophcvalanchery@gmail.com,PHC,"Vaikathoor, Valanchery (PO) Malappuram(Dt)676552",MALAPPURAM,6440d365bc3a1cbc36097243
"PHC VATTAMKULAM",HOSP10PHC079,"0494 2689820",mophcvattamkulam@gmail.com,PHC,"P H C VATTAMKULAM, VATTAMKULAM PO , MALAPPURAM ,PIN 679578",MALAPPURAM,6440d365bc3a1cbc36097244
"PHC VAZHAKKAD",HOSP10PHC080,9847495311,fhcvazhakkad@gmail.com,PHC,"VAZHAKKAD PO, MALAPPURAM DIST, 673640",MALAPPURAM,6440d365bc3a1cbc36097245
"PHC VAZHAYOOR",HOSP10PHC081,9496135286,phcvazhayoor@gmail.com,PHC,"EAST VAZHAYOOR P.O, MALAPPURAM DISTRICT PIN- 673633",MALAPPURAM,6440d365bc3a1cbc36097246
"PHC VAZHIKKADAVU",HOSP10PHC082,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097247
"PHC VELIYANCODE",HOSP10PHC083,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097248
"PHC VETTATHUR",HOSP10PHC084,,,PHC,,MALAPPURAM,6440d365bc3a1cbc36097249
"THQH TIRURANAGADI",HOSP10TH007,04942460372,thqhtirurangadi@gmail.com,THQH,"Chemmad, Tirurangadi post, Tirurangadi, Malappuram-676306",MALAPPURAM,6440d365bc3a1cbc3609724a
"TH AREACODE",HOSP10TH002,9447843804,thareekode@gmail.com,TH,"SUPERINTENDENT, TALUK HOSPITAL AREEKODE",MALAPPURAM,6440d365bc3a1cbc3609724b
"TH WANDOOR",HOSP10TH004,8547205787,chcwandoor@gmail.com,TH,"Hospital Management Committee, Taluk Hospital, Wandoor., Wandoor.P.O., Malappuram., Kerala.",MALAPPURAM,6440d365bc3a1cbc3609724c
"THQH KONDOTTY",HOSP10TH001,9496441881,mochckondotty@gmail.com,THQH,"Block Road, Kondotty ",MALAPPURAM,6440d365bc3a1cbc3609724d
"TH KUTTIPPURAM",HOSP10TH003,9447143998,mophckuttippuram@gmail.com,TH,KUTTIPPURAM,MALAPPURAM,6440d365bc3a1cbc3609724e
"THQH MALAPPURAM",HOSP10TH005,,,THQH,,MALAPPURAM,6440d365bc3a1cbc3609724f
"THQH PONNANI",HOSP10TH006,,,THQH,,MALAPPURAM,6440d365bc3a1cbc36097250
"W&C Ponnani",HOSP10TH008,,,TH,,MALAPPURAM,6440d365bc3a1cbc36097251
"DH PERINTHALMANNA",HOSP10DH002,9495999304,thqhperinthalmanna@gmail.com,DH,"Superintendent, district Hospital Perinthalmanna, 679322",MALAPPURAM,6440d365bc3a1cbc36097252
"DH NILAMBUR",HOSP10DH001,9447412244,mothqhnilambur@gmail.com,DH,"Nilambur ",MALAPPURAM,6440d365bc3a1cbc36097253
"DH TIRUR",HOSP10DH003,9447096666,ghtirur@gmail.com,DH,"District Hospital Tirur , Malappuram, Pin 676101",MALAPPURAM,6440d365bc3a1cbc36097254
"MCH Manjeri",HOSP10MCH001,9745648196,rsbymanjeri@gmail.com,MCH,"Government Medical College Hospital Manjeri",MALAPPURAM,6440d365bc3a1cbc36097255
"GH Manjeri",HOSP10GH001,,,GH,,MALAPPURAM,6440d365bc3a1cbc36097256
"CHC Agali",HOSP09CHC001,9446720017,chcagali@gmail.com,CHC,"Community Health Centre, Agali P.O ",PALAKKAD,6440d365bc3a1cbc36097257
"CHC Alanallur",HOSP09CHC002,9447342741,phcalanallur@gmail.com,CHC,"PHC alanallur, alanallur po",PALAKKAD,6440d365bc3a1cbc36097258
"CHC Ambalappara",HOSP09CHC003,8921520166,chcambalappara@gmail.com,CHC,"Community Health Centre  , 
Cherumundasseri  PO
  Ambalappara  
",PALAKKAD,6440d365bc3a1cbc36097259
"FHC Chalavara",HOSP09CHC004,9747681980,bphcchalavara@gmail.com,CHC,"FHC Chalavara, Mundakottukurissi (PO), Shoranur, Palakkad (Dt), 679122",PALAKKAD,6440d365bc3a1cbc3609725a
"CHC Chalissery",HOSP09CHC005,9447309994,phcchalissery@gmail.com,CHC,"Community Health Centre Chalissery, Chalissery (PO), Palakkad ,679536",PALAKKAD,6440d365bc3a1cbc3609725b
"CHC Cherplassery",HOSP09CHC006,9495667636,chccherpulassery@gmail.com,CHC,"Medical Officer, CHC Cherpulassery , Cherpulassery (Po), 679503",PALAKKAD,6440d365bc3a1cbc3609725c
"CHC Katampazhipuram",HOSP09CHC007,9656777354,chcktpm@gmail.com,CHC,"CHC Katampazhipuram, Katampazhipuram (PO), 678633 (PIN)",PALAKKAD,6440d365bc3a1cbc3609725d
"CHC Koduvayur",HOSP09CHC008,9447174612,chckoduvayur@gmail.com,CHC,"COMMUNITY HEALTH CENTRE KODUVAYUR, KODUVAYUR PO, PALAKKAD 678501",PALAKKAD,6440d365bc3a1cbc3609725e
"CHC Kongad",HOSP09CHC009,9447381567,mophckongad@yahoo.com,CHC,"chc kongad,kongad po,palakkad - 678631",PALAKKAD,6440d365bc3a1cbc3609725f
"CHC Koppam",HOSP09CHC010,9495093157,chckoppam@gmail.com,CHC,"Community Health Centre, Koppam . P.O.Pullassery , Palakkad (Dist) 679307,",PALAKKAD,6440d365bc3a1cbc36097260
"CHC Kozhinjapara",HOSP09CHC011,9846777446,ghkozhinjampara@gmail.com,CHC,"Community Health Centr Kozhinjampara, Kozhinjampara 678555",PALAKKAD,6440d365bc3a1cbc36097261
"CHC Kuzhalamannam",HOSP09CHC012,9048195200,Superintendentchckuzhalmannam@gmail.com,CHC,"Community Health Centre,Hospital junction,kuzhalmannam,palakkad ,kerala - 678702",PALAKKAD,6440d365bc3a1cbc36097262
"CHC Nanniyode",HOSP09CHC013,9447430934,"phcnanniode@yahoo.com, chcnanniode@gmail.com",CHC,"Community Health Centre Nanniode, Nanniode PO , Palakkad 678534",PALAKKAD,6440d365bc3a1cbc36097263
"CHC Nenmara",HOSP09CHC014,9447369322,chcnenmara@gmail.com,CHC,"Community Health Centre Nenmara Palakkad",PALAKKAD,6440d365bc3a1cbc36097264
"CHC Parali",HOSP09CHC015,"0491 2858400","phcparali@gmail.com ",CHC,"CHC Parali, Parali.P.O , Palakkad 678612",PALAKKAD,6440d365bc3a1cbc36097265
"CHC Pazhambalakkode",HOSP09CHC016,9947280074,bphcpazhamb@gmail.com,CHC,"MEDICAL OFFICER,CHC PAZHAMBALACODE,TARUR(PO),678544",PALAKKAD,6440d365bc3a1cbc36097266
"CHC Shornur",HOSP09CHC017,9446532456,,CHC,"CHC Shoranur, Shoranur 1, Palakkad",PALAKKAD,6440d365bc3a1cbc36097267
"CHC Thrithala",HOSP09CHC018,7306016307,phctrithala@gmail.com,CHC,"PRIMARY HEALTH CENTRE,TRITHALA",PALAKKAD,6440d365bc3a1cbc36097268
"CHC Vadakkenchery",HOSP09CHC019,9446948183,chcvadakkencherry@gmail.com,CHC,"Community health Centre Vadakkencherry",PALAKKAD,6440d365bc3a1cbc36097269
ADAKKAPUTHUR,HOSP09PHC001,9747580010,fhcadakkaputhur@gmail.com,PHC,"Medical Officer, FHC Adakkaputhur, Pothi (PO), 679503 (PIN)",PALAKKAD,6440d365bc3a1cbc3609726a
AKATHETHARA,HOSP09PHC002,8289908306,mophcakathethara@yahoo.co.in,PHC,"phc akathethara.NSS engineering colege.PO,palakkad",PALAKKAD,6440d365bc3a1cbc3609726b
ANAKKATTY,HOSP09PHC003,8606938239,phcanakkatty@gmail.com,PHC,"FHC Anakkatty, Mattathukad P.O, Attappady Palakkad Dist. 678581",PALAKKAD,6440d365bc3a1cbc3609726c
ANANGANADI,HOSP09PHC004,9544825116,phcananganadi@gmail.com,PHC,"PHC Ananganadi, Pathamkulam PO, Vaniyamkulam Via, Palakkad - 679522",PALAKKAD,6440d365bc3a1cbc3609726d
AYALUR,HOSP09PHC005,"83048 49463",phcayalur@gmail.com,PHC,"Medical Officer
Family health centre
, thiruvazhiyad post,Ayilur",PALAKKAD,6440d365bc3a1cbc3609726e
ELAMBULASSERY,HOSP09PHC006,7012357286,phcelambulassery@gmail.com,PHC,"Medical Officer, FHC Elambulassery , Karimpuzha Panchayath, Palakkad (DT)",PALAKKAD,6440d365bc3a1cbc3609726f
ELAVANCHERY,HOSP09PHC007,8848317673,"phcelevanchery@gmail.com ",PHC,"Primary health centre elevenchery, elevenchery po, palakkad",PALAKKAD,6440d365bc3a1cbc36097270
KALLADIKODE,HOSP09PHC008,9539201879,mophcklkd@gmail.com,PHC,"PHC Kalladikode,kalldikode(po)",PALAKKAD,6440d365bc3a1cbc36097271
KANHIRAPUZHA,HOSP09PHC009,,mokpuzha@gmail.com,PHC,"PHC KANJIRAPUZHA",PALAKKAD,6440d365bc3a1cbc36097272
KANNADI,HOSP09PHC010,9809204336,phckannadi@gmail.com,PHC,"PRIMERY HEALTH CENTRE KANNADI PALAKKAD,678701",PALAKKAD,6440d365bc3a1cbc36097273
KANNAMBRA,HOSP09PHC011,,,PHC,,PALAKKAD,6440d365bc3a1cbc36097274
KAPOOR,HOSP09PHC012,9446330323,kappurphc@gmail.com,PHC,"Family Health Centre Kappur, Kappur (PO), 679552",PALAKKAD,6440d365bc3a1cbc36097275
KARAKURUSSI,HOSP09PHC013,,phckarakurissi@gmail.com,PHC,"HMC, fhc karakurussi, karakurussi ",PALAKKAD,6440d365bc3a1cbc36097276
KAVASSERY,HOSP09PHC014,8547224873,phckavassery@gmail.com,PHC,"FAMILY HEALTH CENTRE, KAVASSERY,PADUR POST-678543,PALAKKAD",PALAKKAD,6440d365bc3a1cbc36097277
KERALASSERY,HOSP09PHC015,9744460011,phckeralaserrypkd@gmail.com,PHC,"PHC Keralassery, Keralassery PO, Palakkad, 678641",PALAKKAD,6440d365bc3a1cbc36097278
KIZHAKKENCHERRY,HOSP09PHC016,9495556626,phckizhakkencherry@gmail.com,PHC,"FAMILY HEALTH CENTRE KIZHAKKENCHERRY, KIZHAKKENCHERRY",PALAKKAD,6440d365bc3a1cbc36097279
KODUMBU,HOSP09PHC017,9349834612,"phckodumbu@gmail.com ",PHC,"Primary health centre kodumbu,kodumbu po, palakkad",PALAKKAD,6440d365bc3a1cbc3609727a
KOLLENGODE,HOSP09PHC018,9447361772,"mophckollengod@gmail.com ",PHC,"family health centre kollengode, kollengode po, palakkad",PALAKKAD,6440d365bc3a1cbc3609727b
KOTTAPPURAM,HOSP09PHC019,9847416241,mophckottappuram@gmail.com,PHC,"Medical Officer, PHC Kottappuram, Kottappuram (PO), Palakkad (DT)",PALAKKAD,6440d365bc3a1cbc3609727c
"KOTTAYI PALAKKAD",HOSP09PHC020,7012274578,mophckottayi@gmail.com,PHC,"PRIMERY HEALTH CENTRE, KOTTAYI PALAKKAD 678572",PALAKKAD,6440d365bc3a1cbc3609727d
KOTTOPPADAM,HOSP09PHC021,57054684097,FHCKOTTOPADAM@GMAIL.COM,PHC,"HDC&PHC KOTTOPADAM",PALAKKAD,6440d365bc3a1cbc3609727e
KULUKKALLUR,HOSP09PHC022,9946028595,mophckulukkallur@gmail.com,PHC,"Primary Health Centre, Kulukkallur, Thathanampully (Po) 679337",PALAKKAD,6440d365bc3a1cbc3609727f
KUMARAMPUTHUR,HOSP09PHC023,,phckumaramputhur@gmail.com,PHC,"MO HDC KUMARAMPUTHUR",PALAKKAD,6440d365bc3a1cbc36097280
KUMARANELLUR,HOSP09PHC024,9746794848,phckumaranallur@gmail.com,PHC,"FHC Kumaranellur, Kappur , Palakkad, 679552",PALAKKAD,6440d365bc3a1cbc36097281
KUMBIDI,HOSP09PHC025,9447684164,phckumbid@gmail.com,PHC,"FHC Kumbidi, Kumbidi (PO),  Palakkad",PALAKKAD,6440d365bc3a1cbc36097282
KUNISSERY,HOSP09PHC026,8330012347,phckunissery@gmail.com,PHC,"FAMILY HEALTH CENTRE KUNISERRY,KUNISERRY(PO),PKD,PIN-678681",PALAKKAD,6440d365bc3a1cbc36097283
KUTHANUR,HOSP09PHC027,9497628500,mophckuthannur@gmail.com,PHC,"MEDICAL OFFICER FAMILY HEALTH CENTRE KUTHANNUR PALAKKAD",PALAKKAD,6440d365bc3a1cbc36097284
LAKKIDI,HOSP09PHC028,9447689358,phclakkidi@gmail.com,PHC,"Primary Health Centre, Lakkidi, Mangalam Post-679301 Palakkad",PALAKKAD,6440d365bc3a1cbc36097285
MALAMPUZHA,HOSP09PHC029,9605991782,mophcmalampuzha@yahoo.in,PHC,"phc malampuzha,malampuzha(po)",PALAKKAD,6440d365bc3a1cbc36097286
MANKARA,HOSP09PHC030,9947096132,fhcmankara2019@gmail.com,PHC,"FHC Mankara, Velaroad , Mankara P.O, Palakkad",PALAKKAD,6440d365bc3a1cbc36097287
MANNUR,HOSP09PHC031,9995228666,phcmannurpkd@gmail.com,PHC,"phc mannur,mannur (po)palakkad",PALAKKAD,6440d365bc3a1cbc36097288
MARUTHARODE,HOSP09PHC032,9446532674,mophcmarutharoad@yahoo.in,PHC,"phc marutharode,kallepully (po) palakkad",PALAKKAD,6440d365bc3a1cbc36097289
MATHUR,HOSP09PHC033,7025165545,mophcmathur@gmail.com,PHC,"MEDICAL OFFICER FAMILY HEALTH CENTRE MATHUR,CHUNGAMANNAM PALAKKAD",PALAKKAD,6440d365bc3a1cbc3609728a
MELAMURI,HOSP09PHC034,4912541880,phcmelamuri@gmail.com,PHC,"PHC Melamuri, Vadakkanthara (po),678012",PALAKKAD,6440d365bc3a1cbc3609728b
MELARCODE,HOSP09PHC035,,,PHC,,PALAKKAD,6440d365bc3a1cbc3609728c
MUNDUR,HOSP09PHC036,8075439343,mophcmundur@yahoo.in,PHC,"Phc mundur,mundur PO,palakkad-678592",PALAKKAD,6440d365bc3a1cbc3609728d
MUTHALAMADA,HOSP09PHC037,9037946669,"fhcmmda2022@gmail.com ",PHC,"Family health centre muthalamada, Muthalamada po, palakkad",PALAKKAD,6440d365bc3a1cbc3609728e
MUTHUTHALA,HOSP09PHC038,,,PHC,,PALAKKAD,6440d365bc3a1cbc3609728f
NAGALASSERY,HOSP09PHC039,9895610225,phcnagalassery@gmail.com,PHC,"Primary Health Centre, Nagalassery, Peringode (PO),679536",PALAKKAD,6440d365bc3a1cbc36097290
NALLEPPILLY,HOSP09PHC040,9361662012,mophcnpy@gmail.com,PHC,"Primary Health Centre Nallepilly, Nallepilly 678553",PALAKKAD,6440d365bc3a1cbc36097291
NELLAYA,HOSP09PHC041,9791772055,"phcnellaya@gmail.com ",PHC,"FHC Nellya, Marayamangalam PO, Palakkad",PALAKKAD,6440d365bc3a1cbc36097292
NELLIYAMPATHY,HOSP09PHC042,9446825529,nelliyampathyphc@gmail.com,PHC,"MEDICAL OFFICER ,PRIMARY HELTH CENTRE KAIKATTY,NELLIYAMPATHY",PALAKKAD,6440d365bc3a1cbc36097293
ONGALLUR,HOSP09PHC043,9446083892,phcongallur@gmail.com,PHC,"Family Health Centre Ongallur, P.O.kaladipatta,  679313",PALAKKAD,6440d365bc3a1cbc36097294
OZHALAPATHY,HOSP09PHC044,9442018124,ozhalapathyphc@gmail.com,PHC,"Primary health centre ozhalapathy, palakkad 678556",PALAKKAD,6440d365bc3a1cbc36097295
PALLASSANA,HOSP09PHC045,9567835777,pallassanaphc@gmail.com,PHC,"family health centre pallassana, pallassana po, palakkad",PALAKKAD,6440d365bc3a1cbc36097296
Pallipuram,HOSP09PHC046,9496363481,phcpallippuram@gmail.com,PHC,"Primary Health Centre Pallipuram, P.O.parudur, PIN-679305,",PALAKKAD,6440d365bc3a1cbc36097297
PARAMBIKULAM,HOSP09PHC047,8606203368,"phcparambikulam@gmail.com ",PHC,"primary health centre parambikulam, parambikulam, muthalamada po, palakkad",PALAKKAD,6440d365bc3a1cbc36097298
PATTITHARA,HOSP09PHC048,9895017551,phcpattithara@gmail.com,PHC,"FHC Pattithara,Kottappadam (PO), Palakkad 679534",PALAKKAD,6440d365bc3a1cbc36097299
PERINGOTTUKURISSI,HOSP09PHC049,9645774276,mophcperingottukurssi@gmail.com,PHC,"Primary health centre,peringottukurissi,palakkad",PALAKKAD,6440d365bc3a1cbc3609729a
PERUMATTI,HOSP09PHC050,9447365464,phcperumatty12@gmail.com,PHC,"Primary Health Centre Perumatty, Nellimedu",PALAKKAD,6440d365bc3a1cbc3609729b
"PERUR (KELAPAJI MEMMORIAL)",HOSP09PHC051,9447534359,kelappanphcperur@gmail.com,PHC,"MEDICAL OFFICER , FHC PERUR , PATHIRIPALA , OTTAPALAM ",PALAKKAD,6440d365bc3a1cbc3609729c
PERUVEMBA,HOSP09PHC052,9847675085,fhcperuvemba@gmail.com,PHC,"MEDICAL OFFICER ,FAMILY HEALTH CENTRE, PERUVEMBA, PALAKKAD",PALAKKAD,6440d365bc3a1cbc3609729d
PIRAYIRI,HOSP09PHC053,9846062887,phcpirayiri@gmail.com,PHC,"PHC PIRAYIRI, Kodunthirapully, Palakkad",PALAKKAD,6440d365bc3a1cbc3609729e
POLPULLY,HOSP09PHC054,9995468971,"phcpolpully@gmail.com ",PHC,"Primary health centre polpuly, polpully po, palakkad",PALAKKAD,6440d365bc3a1cbc3609729f
POOKATUKAVU,HOSP09PHC055,9846022578,phcpkv@gmail.com,PHC,"Medical Officer, FHC Pookkottukavu, Pookkottukavu (PO) 679515",PALAKKAD,6440d365bc3a1cbc360972a0
"PUDHUR ",HOSP09PHC056,9544970588,phcpudur@gmail.com,PHC,"FHC Pudur, Pudur P.O, Attappady, Palakkad DIST., Pin - 678581",PALAKKAD,6440d365bc3a1cbc360972a1
PUDHUSSERY,HOSP09PHC057,9048624072,mophcputhussery@gmail.com,PHC,"FAMILY HEALTH CENTRE, KANJIKODE, PALAKKAD ",PALAKKAD,6440d365bc3a1cbc360972a2
PUDUPPARIYARAM,HOSP09PHC058,9447724313,mophcklkd@gmail.com,PHC,"FHC puduppariyaram,pudupariyaram(PO)",PALAKKAD,6440d365bc3a1cbc360972a3
PUTHUCODE,HOSP09PHC059,9562400406,fhcputhucode@gmail.com,PHC,"MEDICAL OFFICER,FHCPUTHUCODE,THACHANADY,PUTHUCODE,678687",PALAKKAD,6440d365bc3a1cbc360972a4
PUTHUNAGARAM,HOSP09PHC060,9495135142,"pudunagaramphc@gmail.com ",PHC,"Primary health centre puthunagaram , puthunagaram po, palakkad",PALAKKAD,6440d365bc3a1cbc360972a5
SHOLAYUR,HOSP09PHC061,9744960897,fhcsholayoor@gmail.com,PHC,"FHC Sholayur, Sholayur P.O, Attappady Palakkad Dist. Pin - 678581",PALAKKAD,6440d365bc3a1cbc360972a6
SREEKRISHNAPURAM,HOSP09PHC062,9727225432,phcskp@gmail.com,PHC,"Medical Officer, FHC Sreekrishnapuram, Hospital Junction, Palakkad (DT)",PALAKKAD,6440d365bc3a1cbc360972a7
THACHAMPARA,HOSP09PHC063,,,PHC,,PALAKKAD,6440d365bc3a1cbc360972a8
THACHANATTUKARA,HOSP09PHC064,,mophcthkra@gmail.com,PHC,HDC,PALAKKAD,6440d365bc3a1cbc360972a9
THENKARA,HOSP09PHC065,,,PHC,"PHC THENKARA,THENKARA,MANNARKKAD",PALAKKAD,6440d365bc3a1cbc360972aa
THENKURISSI,HOSP09PHC066,9061389191,mophcthenkurissi@gmail.com,PHC,"primary health centre, thenkurissi, palakkad",PALAKKAD,6440d365bc3a1cbc360972ab
THIRUMITTACODE,HOSP09PHC067,9947247894,phcthirumittacode@gmail.com,PHC,"Primary Health Centre Thirumittacode, Thirumittacode (PO), ",PALAKKAD,6440d365bc3a1cbc360972ac
THIRUVEGAPURA,HOSP09PHC068,,,PHC,,PALAKKAD,6440d365bc3a1cbc360972ad
THRIKKADERI,HOSP09PHC069,9895569598,"mothrikkadeeri@gmail.com ",PHC,"MEDICAL OFFICER, FHC THRIKKADERRI, THRIKKADEERI (PO), 679502",PALAKKAD,6440d365bc3a1cbc360972ae
VADAVANUR,HOSP09PHC070,8891899361,"fhcvadavannur@gmail.com ",PHC,"Family health centre vadavanur, vadavannur po, palakkad",PALAKKAD,6440d365bc3a1cbc360972af
VALLAPUZHA,HOSP09PHC071,974703246,"phcvallapuzha@gmail.com ",PHC,"PHC VALLAPUZHA
CHERUCODE P O
PALAKKAD DISTRICT
PIN:679336",PALAKKAD,6440d365bc3a1cbc360972b0
VANDAZHI,HOSP09PHC072,9895418082,phcvandazhy@gmail.com,PHC,"MEDICAL OFFICER FAMILY HEALTH CENTRE VANDAZHY",PALAKKAD,6440d365bc3a1cbc360972b1
VANIYAMKULAM,HOSP09PHC073,9656967627,phcvkm@gmail.com,PHC,"MEDICAL OFFICER , PHC VANIYAMKULAM , VANIYAMKULAM , OTTAPALAM",PALAKKAD,6440d365bc3a1cbc360972b2
VANNAMADA,HOSP09PHC074,9447963877,phcvannamada@gmail.com,PHC,"PRIMARY HEALTH CENTRE VANNAMADA, VANNAMADA 678555",PALAKKAD,6440d365bc3a1cbc360972b3
VELLINEZHI,HOSP09PHC075,9447160853,fhcvellinezhi@gmail.com,PHC,"PRIMARY HEALTH CENTRE VELLINEZHI OPP BY MEDICAL OFFICER AND PANCHYAT",PALAKKAD,6440d365bc3a1cbc360972b4
VILAYUR,HOSP09PHC076,9447834660,vilayurphc@gmail.com,PHC,"Primary Health Centre Vilayur, vilyur west -679309",PALAKKAD,6440d365bc3a1cbc360972b5
"GTSH Kottathara",HOSP09TH001,4924254102,gtshkatpy@gmail.com,GTSH,"Government tribal  speciality hospital palakkad, 678581",PALAKKAD,6440d365bc3a1cbc360972b6
"TH ELAPPULLY",HOSP09TH004,9447938921,chcelapully@gmail.com,TH,"taluk hospital elapully, elapully po, palakkad",PALAKKAD,6440d365bc3a1cbc360972b7
"THQH ALATHUR",HOSP09TH002,492224322,chcalathur@gmail.com,THQH,"Taluk Head Quarters Hospital alathur ",PALAKKAD,6440d365bc3a1cbc360972b8
"THQH CHITTUR",HOSP09TH003,"04923-222385             9946234467","ghchittur@gmail.com                    prothqhchittur@gmail.com",THQH,"Taluk Head Quarters Hospital Chittur Palakkad -678101",PALAKKAD,6440d365bc3a1cbc360972b9
"THQH MANNARKAD",HOSP09TH005,"04924224549, 04924296380, 8943310052,","prothqhmnrkd@gmail.com, thqhmannarkkad@gmail.com",THQH,"Taluk Head Quarters Hospital, Mannarkkad, Palakkad, Kerala,  Pin 678582",PALAKKAD,6440d365bc3a1cbc360972ba
"THQH OTTAPALAM",HOSP09TH006,4662344053,thqhottapalam@gmail.com,THQH,"Taluk Head Quarters Hospital Ottapalam, Palakkad 679102",PALAKKAD,6440d365bc3a1cbc360972bb
"THQH PATTAMBI",HOSP09TH007,"0466 2950400,8943310060","pro.thqhpattambi@gmail.com,gthpattambi@gmail.com",THQH,"TALUK HEAD QUARTERS HOSPITAL PATTAMBI PALAKKAD KERALA 679303",PALAKKAD,6440d365bc3a1cbc360972bc
"W&C Palakkad",HOSP09TH008,9447673027,wandcpkd@gmail.com,,"Govt Women and Children Hospital,                       Behind District Hospital, Palakkad",PALAKKAD,6440d365bc3a1cbc360972bd
"DH Palakkad",HOSP09DH001,9447624951,districthospitalpkd@gmail.com,DH,"District Hospital, Court road Palakkad",PALAKKAD,6440d365bc3a1cbc360972be
Chathenkary,HOSP03CHC001,9567063016,chcchathenkary@gmail.com,CHC,"CHC Chathenkary, Chathenkary PO",PATHANAMTHITTA,6440d365bc3a1cbc360972bf
Chittar,HOSP03CHC002,9846618304,phc77chittar@gmail.com,CHC,"CHC Chittar. Chittar p o",PATHANAMTHITTA,6440d365bc3a1cbc360972c0
Elanthoor,HOSP03CHC003,9947853066,chcelanthoor@gmail.com,CHC,"CHC Elanthoor",PATHANAMTHITTA,6440d365bc3a1cbc360972c1
Enadimangalam,HOSP03CHC004,9633242922,phcenadimangalam@gmail.com,CHC,"Elamannoor PO",PATHANAMTHITTA,6440d365bc3a1cbc360972c2
Ezhumattoor,HOSP03CHC005,9847897124,ezhumattoor.chc@gmail.com,CHC,"CHC Ezhumattoor,Ezhumattoor PO                                    ",PATHANAMTHITTA,6440d365bc3a1cbc360972c3
Kallooppara,HOSP03CHC006,9961696409,chckallooppara@gmail.com,CHC,"CHC Kallooppara,Kadamankulam po",PATHANAMTHITTA,6440d365bc3a1cbc360972c4
Kanjeettukara,HOSP03CHC007,9633031975,kanjeettukarachc@gmail.com,CHC,"CHC Kanjeettukara, Kanjeettukara PO",PATHANAMTHITTA,6440d365bc3a1cbc360972c5
Kunnamthanam,HOSP03CHC008,9946566118,phckunnamthanam@gmail.com,CHC,"CHC kunnamthanam, kunnamthanam po",PATHANAMTHITTA,6440d365bc3a1cbc360972c6
"Ranni Perunadu",HOSP03CHC009,8075076751,chcrannyperunad@gmail.com,CHC,"CHC R. Perunad. perunad p.o ",PATHANAMTHITTA,6440d365bc3a1cbc360972c7
Thumpamon,HOSP03CHC010,9446329877,chcthumpamon@gmail.com,CHC,"CHC Thumpamon,thumpamon po",PATHANAMTHITTA,6440d365bc3a1cbc360972c8
